Batch_ID,Avg_Pour_Temp,Cooling_Rate_Zone3,Gas_Pretreatment_Level,Alloy_Composition,Mould_Sand_Humidity,Casting_Thickness,Defect_Type
CAST_B3391,719.31,1.42,2.0,Al-Cu4,9.05,24.4,Gas Porosity
CAST_B3392,720.68,0.96,1.0,Al-Si7Mg,5.71,17.0,Gas Porosity
CAST_B3393,739.83,1.65,3.0,Al-Si7Mg,5.71,28.5,Shrinkage Porosity
CAST_B3394,730.25,0.97,4.0,Al-Zn10,2.54,16.3,No Defect
CAST_B3395,,0.94,3.0,Al-Zn10,3.25,22.7,No Defect
CAST_B3396,731.23,0.99,3.0,Al-Zn10,3.59,15.6,No Defect
CAST_B3397,738.11,2.04,4.0,Al-Si7Mg,3.59,23.1,Shrinkage Porosity
CAST_B3398,721.54,0.84,1.0,Al-Cu4,6.27,23.6,Gas Porosity
CAST_B3399,729.81,0.98,5.0,Al-Si7Mg,3.12,18.5,No Defect
CAST_B3400,729.67,1.02,3.0,Al-Cu4,3.35,18.1,No Defect
CAST_B3401,,0.86,3.0,Al-Zn10,3.48,24.6,No Defect
CAST_B3402,733.19,1.88,5.0,Al-Zn10,3.48,33.8,Shrinkage Porosity
CAST_B3403,737.33,1.62,1.0,Al-Zn10,3.48,26.4,Shrinkage Porosity
CAST_B3404,731.55,0.99,5.0,Al-Zn10,3.41,11.7,No Defect
CAST_B3405,730.56,0.91,4.0,Al-Si7Mg,4.09,,No Defect
CAST_B3406,730.44,1.04,3.0,Al-Si7Mg,3.96,22.4,No Defect
CAST_B3407,733.22,1.02,5.0,Al-Zn10,4.29,16.7,No Defect
CAST_B3408,730.96,1.01,5.0,Al-Zn10,3.74,16.6,No Defect
CAST_B3409,732.22,,2.0,Al-Si7Mg,8.37,12.9,Gas Porosity
CAST_B3410,730.26,0.9,3.0,Al-Si7Mg,3.47,25.4,No Defect
CAST_B3411,729.11,0.96,4.0,Al-Cu4,3.76,17.4,No Defect
CAST_B3412,729.09,,4.0,Al-Cu4,2.68,15.6,No Defect
CAST_B3413,730.69,1.1,5.0,Al-Si7Mg,4.17,29.1,No Defect
CAST_B3414,731.22,1.0,3.0,Al-Zn10,3.25,,No Defect
CAST_B3415,730.46,1.08,3.0,Al-Si7Mg,3.51,,No Defect
CAST_B3416,729.16,1.08,3.0,Al-Zn10,3.72,30.8,No Defect
CAST_B3417,,2.01,2.0,Al-Si7Mg,4.68,20.0,Hot Tear
CAST_B3418,728.0,1.02,5.0,Al-Si7Mg,3.48,26.3,No Defect
,730.36,1.06,3.0,Al-Zn10,3.56,18.3,No Defect
CAST_B3420,730.8,1.06,3.0,Al-Zn10,3.78,20.2,No Defect
CAST_B3421,716.4,0.99,2.0,Al-Cu4,7.01,,Gas Porosity
CAST_B3422,731.07,1.02,3.0,Al-Zn10,3.69,23.6,No Defect
CAST_B3423,736.23,2.26,2.0,Al-Si7Mg,1.47,12.9,Hot Tear
CAST_B3424,729.42,0.95,5.0,Al-Zn10,3.41,22.7,No Defect
CAST_B3425,730.73,1.07,4.0,Al-Cu4,3.87,20.4,No Defect
CAST_B3426,724.29,0.88,2.0,Al-Cu4,6.04,22.3,Gas Porosity
CAST_B3427,748.05,3.88,1.0,Al-Si7Mg,5.1,19.2,Hot Tear
CAST_B3428,730.66,1.0,3.0,Al-Cu4,3.16,28.7,No Defect
CAST_B3429,729.24,1.0,3.0,Al-Si7Mg,3.92,,No Defect
CAST_B3430,730.89,0.98,4.0,Al-Cu4,2.68,23.8,No Defect
CAST_B3431,724.9,0.97,2.0,Al-Si7Mg,7.6,21.1,Gas Porosity
CAST_B3432,730.41,0.99,3.0,Al-Cu4,2.25,19.0,No Defect
CAST_B3433,742.15,1.79,2.0,Al-Si7Mg,2.25,,Shrinkage Porosity
CAST_B3434,729.12,1.03,4.0,Al-Si7Mg,4.06,4.6,No Defect
CAST_B3435,731.04,0.97,4.0,Al-Cu4,3.28,20.5,No Defect
CAST_B3436,,0.99,5.0,Al-Zn10,3.55,23.6,No Defect
CAST_B3437,728.75,1.05,3.0,Al-Si7Mg,3.83,17.8,No Defect
CAST_B3438,728.87,1.06,5.0,Al-Si7Mg,3.27,22.4,No Defect
CAST_B3439,731.62,1.0,5.0,Al-Cu4,3.51,31.3,No Defect
CAST_B3440,743.72,1.72,3.0,Al-Cu4,3.51,34.9,Shrinkage Porosity
,730.65,0.96,5.0,Al-Si7Mg,3.28,27.3,No Defect
CAST_B3442,729.97,0.93,5.0,Al-Si7Mg,3.21,19.3,No Defect
CAST_B3443,726.2,0.77,2.0,Al-Si7Mg,5.13,14.2,Gas Porosity
CAST_B3444,728.55,0.92,3.0,Al-Cu4,3.32,24.3,No Defect
,730.6,1.07,4.0,Al-Cu4,3.26,,No Defect
CAST_B3446,729.8,0.85,5.0,Al-Cu4,2.72,24.8,No Defect
CAST_B3447,730.63,1.05,3.0,Al-Cu4,3.47,22.4,No Defect
CAST_B3448,729.93,0.96,,Al-Si7Mg,3.51,17.3,No Defect
CAST_B3449,730.6,0.99,4.0,Al-Si7Mg,4.21,16.6,No Defect
CAST_B3450,731.96,1.0,5.0,Al-Si7Mg,4.01,17.2,No Defect
CAST_B3451,730.29,1.08,3.0,Al-Si7Mg,3.28,24.9,No Defect
,730.53,0.92,4.0,Al-Zn10,3.43,30.9,No Defect
CAST_B3453,729.29,0.97,4.0,Al-Si7Mg,3.6,18.0,No Defect
CAST_B3454,,0.94,4.0,Al-Zn10,3.83,8.6,No Defect
CAST_B3455,727.47,1.45,2.0,Al-Cu4,5.67,,Gas Porosity
CAST_B3456,721.74,1.01,2.0,Al-Cu4,5.77,6.7,Gas Porosity
CAST_B3457,728.44,1.03,4.0,Al-Zn10,3.7,19.2,No Defect
CAST_B3458,729.84,0.98,3.0,Al-Cu4,3.67,22.2,No Defect
CAST_B3459,730.45,1.0,3.0,Al-Zn10,3.35,17.0,No Defect
CAST_B3460,745.09,2.04,4.0,Al-Si7Mg,4.2,18.5,Hot Tear
CAST_B3461,724.72,1.2,1.0,Al-Zn10,5.22,28.1,Gas Porosity
CAST_B3462,,0.96,3.0,Al-Si7Mg,3.5,26.0,No Defect
CAST_B3463,730.58,0.97,3.0,Al-Si7Mg,3.8,18.5,No Defect
CAST_B3464,720.12,0.97,2.0,Al-Cu4,6.92,14.3,Gas Porosity
CAST_B3465,729.77,1.08,4.0,Al-Zn10,2.69,21.8,No Defect
CAST_B3466,731.11,1.01,3.0,Al-Cu4,3.16,19.6,No Defect
CAST_B3467,,1.7,2.0,Al-Si7Mg,3.16,32.2,Shrinkage Porosity
CAST_B3468,719.1,1.17,1.0,Al-Si7Mg,6.78,31.7,Gas Porosity
,723.75,1.05,2.0,Al-Cu4,6.9,16.5,Gas Porosity
CAST_B3470,730.48,0.95,4.0,Al-Zn10,3.31,20.0,No Defect
CAST_B3471,725.52,0.95,1.0,Al-Si7Mg,4.43,24.3,Gas Porosity
CAST_B3472,724.22,1.04,1.0,Al-Zn10,5.36,,Gas Porosity
CAST_B3473,730.34,0.94,5.0,Al-Si7Mg,4.14,19.7,No Defect
CAST_B3474,729.89,0.98,5.0,Al-Zn10,2.95,19.7,No Defect
CAST_B3475,729.83,0.94,3.0,Al-Si7Mg,4.49,16.1,No Defect
CAST_B3476,724.99,1.01,2.0,Al-Si7Mg,8.61,17.4,Gas Porosity
CAST_B3477,730.8,0.92,5.0,Al-Si7Mg,3.65,22.6,No Defect
CAST_B3478,728.93,1.07,5.0,Al-Zn10,3.6,27.2,No Defect
,729.95,1.02,3.0,Al-Zn10,4.4,28.0,No Defect
,730.12,0.9,5.0,Al-Cu4,2.96,11.4,No Defect
CAST_B3481,742.71,1.77,4.0,Al-Si7Mg,2.96,28.5,Shrinkage Porosity
CAST_B3482,728.85,0.97,5.0,Al-Cu4,3.02,20.6,No Defect
CAST_B3483,731.1,1.03,4.0,Al-Cu4,3.43,17.5,No Defect
CAST_B3484,730.29,1.06,5.0,Al-Zn10,2.63,26.6,No Defect
CAST_B3485,,1.02,3.0,Al-Cu4,3.55,23.3,No Defect
CAST_B3486,729.23,1.03,4.0,Al-Si7Mg,2.59,12.0,No Defect
,729.76,1.05,3.0,Al-Si7Mg,3.73,22.4,No Defect
CAST_B3488,728.12,0.97,4.0,Al-Cu4,4.05,16.4,No Defect
CAST_B3489,730.63,1.06,5.0,Al-Cu4,3.41,16.8,No Defect
CAST_B3490,730.41,0.99,3.0,Al-Cu4,2.98,18.5,No Defect
CAST_B3491,750.27,2.36,2.0,Al-Zn10,5.71,,Hot Tear
CAST_B3492,,1.06,5.0,Al-Zn10,3.26,27.7,No Defect
CAST_B3493,741.0,1.77,2.0,Al-Zn10,3.26,24.4,Shrinkage Porosity
CAST_B3494,729.42,0.94,4.0,Al-Cu4,3.09,,No Defect
CAST_B3495,729.06,1.0,4.0,Al-Zn10,3.38,16.7,No Defect
CAST_B3496,731.38,0.96,5.0,Al-Si7Mg,4.09,21.8,No Defect
CAST_B3497,728.98,1.09,3.0,Al-Si7Mg,3.65,25.9,No Defect
CAST_B3498,729.23,1.03,4.0,Al-Cu4,3.14,,No Defect
CAST_B3499,,1.04,1.0,Al-Si7Mg,7.72,21.3,Gas Porosity
CAST_B3500,741.64,2.03,2.0,Al-Si7Mg,7.72,24.4,Shrinkage Porosity
CAST_B3501,730.0,1.11,3.0,Al-Cu4,3.69,13.5,No Defect
CAST_B3502,734.23,2.58,1.0,Al-Zn10,3.31,21.6,Hot Tear
CAST_B3503,730.15,0.95,3.0,Al-Si7Mg,4.15,16.9,No Defect
CAST_B3504,740.05,1.45,1.0,Al-Si7Mg,4.15,27.7,Shrinkage Porosity
CAST_B3505,727.71,0.99,3.0,Al-Cu4,4.02,,No Defect
CAST_B3506,730.48,0.98,3.0,Al-Zn10,3.76,19.2,No Defect
CAST_B3507,729.22,0.99,5.0,Al-Cu4,2.95,21.5,No Defect
CAST_B3508,,0.98,3.0,Al-Si7Mg,3.6,25.6,No Defect
CAST_B3509,729.15,0.92,3.0,Al-Si7Mg,3.47,22.6,No Defect
CAST_B3510,731.58,0.99,3.0,Al-Cu4,4.04,16.1,No Defect
CAST_B3511,729.56,0.9,3.0,Al-Si7Mg,3.9,14.7,No Defect
CAST_B3512,737.59,1.75,3.0,Al-Cu4,3.9,29.9,Shrinkage Porosity
CAST_B3513,724.09,1.07,1.0,Al-Zn10,4.87,15.9,Gas Porosity
CAST_B3514,728.31,0.95,5.0,Al-Si7Mg,4.1,22.1,No Defect
CAST_B3515,730.86,0.94,3.0,Al-Si7Mg,3.05,18.8,No Defect
,730.24,1.03,5.0,Al-Si7Mg,3.68,30.6,No Defect
CAST_B3517,,1.02,5.0,Al-Cu4,4.1,27.9,No Defect
CAST_B3518,,1.07,3.0,Al-Si7Mg,3.64,19.3,No Defect
CAST_B3519,730.92,0.99,4.0,Al-Si7Mg,2.59,,No Defect
CAST_B3520,729.97,1.06,5.0,Al-Zn10,4.15,20.2,No Defect
CAST_B3521,729.25,,4.0,Al-Cu4,3.24,13.9,No Defect
CAST_B3522,729.94,1.12,3.0,Al-Zn10,2.91,22.9,No Defect
,728.6,0.99,3.0,Al-Si7Mg,3.53,9.7,No Defect
CAST_B3524,729.66,0.97,4.0,Al-Zn10,2.96,26.1,No Defect
CAST_B3525,730.98,1.05,5.0,Al-Si7Mg,4.32,28.3,No Defect
CAST_B3526,739.59,1.84,4.0,Al-Cu4,4.32,28.9,Shrinkage Porosity
,729.72,1.09,3.0,Al-Zn10,4.33,23.3,No Defect
CAST_B3528,,1.02,3.0,Al-Si7Mg,3.81,18.2,No Defect
,720.09,0.86,2.0,Al-Zn10,4.84,26.2,Gas Porosity
CAST_B3530,720.95,1.14,2.0,Al-Zn10,5.59,12.9,Gas Porosity
CAST_B3531,731.22,0.96,4.0,Al-Zn10,4.15,16.3,No Defect
CAST_B3532,723.41,1.24,2.0,Al-Cu4,7.84,22.3,Gas Porosity
CAST_B3533,734.31,1.35,5.0,Al-Zn10,7.84,25.8,Shrinkage Porosity
CAST_B3534,729.09,0.92,4.0,Al-Zn10,3.17,,No Defect
CAST_B3535,730.77,0.97,5.0,Al-Zn10,3.57,16.1,No Defect
CAST_B3536,741.6,1.66,1.0,Al-Zn10,3.57,24.1,Shrinkage Porosity
CAST_B3537,729.82,1.02,4.0,Al-Cu4,2.48,23.2,No Defect
CAST_B3538,737.97,1.44,2.0,Al-Cu4,2.48,24.0,Shrinkage Porosity
CAST_B3539,,0.95,5.0,Al-Cu4,3.71,21.3,No Defect
CAST_B3540,730.05,1.02,3.0,Al-Zn10,3.09,21.5,No Defect
CAST_B3541,729.33,1.01,4.0,Al-Si7Mg,3.09,17.3,No Defect
CAST_B3542,730.82,0.98,4.0,Al-Cu4,3.1,18.9,No Defect
CAST_B3543,730.63,1.02,4.0,Al-Si7Mg,2.85,16.4,No Defect
CAST_B3544,729.79,0.95,5.0,Al-Si7Mg,2.71,17.1,No Defect
CAST_B3545,729.33,0.96,3.0,Al-Si7Mg,3.27,29.8,No Defect
CAST_B3546,,1.02,4.0,Al-Cu4,2.71,15.0,No Defect
CAST_B3547,729.69,1.0,5.0,Al-Si7Mg,2.94,,No Defect
CAST_B3548,742.16,2.51,2.0,Al-Cu4,-0.03,21.2,Hot Tear
CAST_B3549,,1.04,3.0,Al-Si7Mg,3.83,26.4,No Defect
CAST_B3550,729.25,1.09,3.0,Al-Cu4,3.62,15.4,No Defect
CAST_B3551,729.74,0.97,5.0,Al-Cu4,4.42,16.2,No Defect
CAST_B3552,732.88,1.86,4.0,Al-Si7Mg,4.42,28.5,Shrinkage Porosity
CAST_B3553,730.8,1.03,5.0,Al-Cu4,4.03,17.7,No Defect
CAST_B3554,729.62,1.06,4.0,Al-Si7Mg,3.82,20.4,No Defect
CAST_B3555,736.63,2.33,4.0,Al-Cu4,3.82,22.2,Shrinkage Porosity
CAST_B3556,736.11,1.8,1.0,Al-Cu4,3.82,,Shrinkage Porosity
CAST_B3557,728.66,0.93,4.0,Al-Cu4,4.01,,No Defect
CAST_B3558,731.1,0.98,4.0,Al-Cu4,3.36,23.9,No Defect
CAST_B3559,730.54,0.95,3.0,Al-Si7Mg,3.89,16.6,No Defect
CAST_B3560,731.6,1.07,5.0,Al-Si7Mg,2.61,21.0,No Defect
CAST_B3561,736.38,,3.0,Al-Cu4,2.61,27.6,Shrinkage Porosity
CAST_B3562,729.9,1.0,4.0,Al-Si7Mg,3.84,27.9,No Defect
CAST_B3563,728.86,0.97,4.0,Al-Si7Mg,3.9,,No Defect
CAST_B3564,740.77,1.82,4.0,Al-Zn10,3.9,,Shrinkage Porosity
CAST_B3565,736.31,1.38,1.0,Al-Zn10,3.9,33.1,Shrinkage Porosity
CAST_B3566,731.11,0.96,5.0,Al-Si7Mg,3.32,10.1,No Defect
,730.59,0.98,5.0,Al-Zn10,3.67,18.7,No Defect
CAST_B3568,730.05,,5.0,Al-Cu4,3.99,28.1,No Defect
CAST_B3569,730.69,1.02,5.0,Al-Si7Mg,3.44,18.5,No Defect
CAST_B3570,742.32,1.36,1.0,Al-Si7Mg,3.44,26.3,Shrinkage Porosity
,730.27,1.01,5.0,Al-Cu4,3.46,23.0,No Defect
CAST_B3572,729.14,1.01,3.0,Al-Zn10,2.6,20.8,No Defect
CAST_B3573,729.87,0.99,4.0,Al-Zn10,4.81,14.1,No Defect
CAST_B3574,,1.07,5.0,Al-Zn10,3.19,22.7,No Defect
CAST_B3575,742.67,2.09,3.0,Al-Zn10,3.19,26.1,Shrinkage Porosity
CAST_B3576,729.14,0.96,4.0,Al-Cu4,3.19,32.8,No Defect
,729.76,0.89,5.0,Al-Si7Mg,3.04,19.0,No Defect
CAST_B3578,729.94,1.0,5.0,Al-Cu4,3.95,24.4,No Defect
CAST_B3579,730.34,0.95,5.0,Al-Cu4,3.12,19.5,No Defect
CAST_B3580,742.02,1.98,1.0,Al-Si7Mg,3.12,29.7,Shrinkage Porosity
CAST_B3581,746.62,2.24,3.0,Al-Zn10,3.19,,Hot Tear
CAST_B3582,729.47,0.97,5.0,Al-Zn10,3.37,20.4,No Defect
CAST_B3583,730.74,0.97,5.0,Al-Si7Mg,2.7,,No Defect
CAST_B3584,730.79,1.06,3.0,Al-Zn10,3.35,22.6,No Defect
CAST_B3585,725.91,0.95,1.0,Al-Zn10,6.96,16.4,Gas Porosity
CAST_B3586,728.72,1.0,4.0,Al-Zn10,3.74,12.2,No Defect
,728.73,0.96,5.0,Al-Zn10,3.86,21.9,No Defect
CAST_B3588,740.16,1.81,2.0,Al-Zn10,3.86,27.3,Shrinkage Porosity
CAST_B3589,729.77,,5.0,Al-Cu4,3.7,,No Defect
CAST_B3590,729.03,1.04,5.0,Al-Si7Mg,2.85,23.7,No Defect
CAST_B3591,727.75,1.0,3.0,Al-Si7Mg,3.65,24.3,No Defect
CAST_B3592,730.2,1.0,4.0,Al-Cu4,3.49,17.6,No Defect
CAST_B3593,731.81,1.0,4.0,Al-Zn10,3.17,23.1,No Defect
CAST_B3594,730.05,1.02,,Al-Zn10,3.12,18.7,No Defect
CAST_B3595,729.93,0.92,4.0,Al-Cu4,3.38,15.0,No Defect
CAST_B3596,730.43,0.99,5.0,Al-Cu4,3.42,17.1,No Defect
CAST_B3597,729.72,0.93,5.0,Al-Si7Mg,3.67,15.9,No Defect
CAST_B3598,729.34,1.18,2.0,Al-Si7Mg,4.87,,Gas Porosity
CAST_B3599,730.2,0.97,3.0,Al-Cu4,3.5,20.5,No Defect
,730.41,0.96,4.0,Al-Zn10,3.89,15.7,No Defect
CAST_B3601,730.87,,3.0,Al-Cu4,4.36,26.7,No Defect
CAST_B3602,,1.02,5.0,Al-Zn10,4.16,18.2,No Defect
CAST_B3603,740.48,1.24,1.0,Al-Cu4,4.16,27.4,Shrinkage Porosity
CAST_B3604,729.92,1.04,4.0,Al-Zn10,3.52,17.0,No Defect
CAST_B3605,731.84,1.06,5.0,Al-Zn10,3.88,16.8,No Defect
CAST_B3606,730.4,1.01,3.0,Al-Cu4,3.55,17.4,No Defect
CAST_B3607,730.23,1.05,4.0,Al-Zn10,2.8,18.4,No Defect
CAST_B3608,738.61,1.51,1.0,Al-Si7Mg,2.8,29.4,Shrinkage Porosity
,730.75,1.03,3.0,Al-Cu4,3.17,28.3,No Defect
,,1.95,2.0,Al-Cu4,3.17,32.2,Shrinkage Porosity
CAST_B3611,738.07,2.25,4.0,Al-Zn10,3.17,23.9,Shrinkage Porosity
CAST_B3612,730.41,1.04,3.0,Al-Zn10,3.68,,No Defect
CAST_B3613,,1.03,4.0,Al-Si7Mg,3.59,22.5,No Defect
CAST_B3614,750.21,2.31,1.0,Al-Zn10,1.35,14.7,Hot Tear
CAST_B3615,736.85,1.62,5.0,Al-Si7Mg,1.35,31.3,Shrinkage Porosity
CAST_B3616,729.67,0.88,5.0,Al-Si7Mg,3.22,18.6,No Defect
,737.8,2.11,1.0,Al-Zn10,3.22,28.4,Shrinkage Porosity
CAST_B3618,730.7,1.0,3.0,Al-Si7Mg,3.34,28.1,No Defect
CAST_B3619,730.53,1.0,5.0,Al-Cu4,4.58,22.5,No Defect
CAST_B3620,719.75,0.9,2.0,Al-Si7Mg,8.53,14.2,Gas Porosity
CAST_B3621,729.93,0.95,,Al-Si7Mg,3.29,15.0,No Defect
CAST_B3622,748.21,1.45,3.0,Al-Zn10,1.43,10.4,Hot Tear
CAST_B3623,729.49,0.94,5.0,Al-Si7Mg,3.64,20.6,No Defect
CAST_B3624,729.42,0.93,4.0,Al-Zn10,3.66,20.1,No Defect
CAST_B3625,731.42,0.96,5.0,Al-Cu4,4.09,14.8,No Defect
CAST_B3626,742.24,2.39,1.0,Al-Cu4,3.0,13.5,Hot Tear
CAST_B3627,730.71,0.92,5.0,Al-Zn10,3.08,26.2,No Defect
CAST_B3628,751.25,,1.0,Al-Zn10,2.7,18.9,Hot Tear
CAST_B3629,728.77,1.07,3.0,Al-Zn10,3.47,14.9,No Defect
CAST_B3630,728.32,1.06,4.0,Al-Cu4,3.75,12.1,No Defect
CAST_B3631,729.65,0.98,3.0,Al-Cu4,3.11,17.7,No Defect
,729.29,0.91,3.0,Al-Zn10,4.03,23.1,No Defect
CAST_B3633,751.51,3.33,,Al-Cu4,2.7,20.9,Hot Tear
CAST_B3634,746.55,2.69,5.0,Al-Si7Mg,2.09,21.5,Hot Tear
CAST_B3635,740.67,1.63,2.0,Al-Zn10,2.89,9.8,Hot Tear
CAST_B3636,741.31,1.91,3.0,Al-Zn10,2.89,,Shrinkage Porosity
CAST_B3637,730.11,0.97,4.0,Al-Cu4,2.85,17.8,No Defect
CAST_B3638,731.27,,5.0,Al-Zn10,3.25,22.4,No Defect
CAST_B3639,739.29,1.97,5.0,Al-Si7Mg,3.25,24.7,Shrinkage Porosity
CAST_B3640,728.71,0.95,5.0,Al-Zn10,4.12,12.3,No Defect
CAST_B3641,728.73,0.96,5.0,Al-Cu4,3.0,11.8,No Defect
CAST_B3642,756.16,2.26,5.0,Al-Si7Mg,2.13,,Hot Tear
,731.33,0.92,5.0,Al-Zn10,3.49,19.4,No Defect
,740.86,2.1,1.0,Al-Si7Mg,3.49,26.0,Shrinkage Porosity
CAST_B3645,728.9,0.92,5.0,Al-Cu4,3.75,15.1,No Defect
CAST_B3646,731.08,1.13,2.0,Al-Zn10,5.04,12.8,Gas Porosity
CAST_B3647,729.93,1.01,3.0,Al-Si7Mg,3.47,13.0,No Defect
CAST_B3648,730.12,1.04,4.0,Al-Si7Mg,2.48,19.4,No Defect
,731.36,1.04,3.0,Al-Cu4,4.14,24.0,No Defect
CAST_B3650,719.07,0.83,2.0,Al-Cu4,5.7,18.6,Gas Porosity
CAST_B3651,721.41,0.72,1.0,Al-Zn10,6.25,19.8,Gas Porosity
CAST_B3652,731.0,1.02,4.0,Al-Cu4,3.15,23.2,No Defect
,735.63,1.7,3.0,Al-Cu4,3.15,,Shrinkage Porosity
,740.42,1.46,3.0,Al-Zn10,3.15,28.7,Shrinkage Porosity
CAST_B3655,729.81,1.02,5.0,Al-Cu4,3.1,7.6,No Defect
CAST_B3656,728.54,1.1,4.0,Al-Si7Mg,3.36,,No Defect
CAST_B3657,728.63,1.06,4.0,Al-Si7Mg,3.73,28.1,No Defect
CAST_B3658,730.76,0.96,3.0,Al-Zn10,3.23,21.4,No Defect
CAST_B3659,731.58,0.92,3.0,Al-Zn10,3.35,,No Defect
CAST_B3660,739.41,2.03,1.0,Al-Cu4,3.35,27.3,Shrinkage Porosity
CAST_B3661,728.07,1.08,3.0,Al-Si7Mg,2.63,23.0,No Defect
CAST_B3662,728.47,1.09,3.0,Al-Cu4,4.13,23.2,No Defect
CAST_B3663,715.51,1.22,1.0,Al-Si7Mg,5.96,14.9,Gas Porosity
CAST_B3664,749.26,2.98,2.0,Al-Cu4,3.92,19.3,Hot Tear
,729.21,1.03,,Al-Zn10,3.01,13.1,No Defect
CAST_B3666,744.95,1.5,4.0,Al-Si7Mg,3.01,29.7,Shrinkage Porosity
CAST_B3667,741.42,1.6,3.0,Al-Si7Mg,3.01,29.0,Shrinkage Porosity
CAST_B3668,,2.82,1.0,Al-Si7Mg,4.16,16.6,Hot Tear
CAST_B3669,740.59,2.71,3.0,Al-Si7Mg,5.64,17.1,Hot Tear
CAST_B3670,729.04,1.27,1.0,Al-Zn10,8.2,15.9,Gas Porosity
CAST_B3671,730.99,0.98,3.0,Al-Si7Mg,4.03,17.1,No Defect
CAST_B3672,728.33,1.12,3.0,Al-Zn10,3.54,,No Defect
CAST_B3673,730.28,1.02,3.0,Al-Si7Mg,3.3,18.6,No Defect
CAST_B3674,736.71,1.29,5.0,Al-Zn10,3.3,33.7,Shrinkage Porosity
CAST_B3675,728.52,1.01,5.0,Al-Si7Mg,4.1,20.4,No Defect
CAST_B3676,738.84,1.32,2.0,Al-Si7Mg,4.1,,Shrinkage Porosity
CAST_B3677,,1.14,1.0,Al-Zn10,4.1,27.2,Shrinkage Porosity
CAST_B3678,730.08,0.99,5.0,Al-Si7Mg,3.17,16.1,No Defect
,727.48,1.01,5.0,Al-Si7Mg,3.83,20.7,No Defect
CAST_B3680,731.41,1.08,4.0,Al-Cu4,4.35,19.1,No Defect
CAST_B3681,729.75,1.07,5.0,Al-Zn10,3.9,21.6,No Defect
CAST_B3682,,1.05,4.0,Al-Zn10,3.37,14.1,No Defect
CAST_B3683,727.87,1.14,4.0,Al-Si7Mg,2.87,,No Defect
CAST_B3684,730.51,1.01,,Al-Si7Mg,2.72,19.7,No Defect
CAST_B3685,718.18,1.21,1.0,Al-Cu4,3.97,13.7,Gas Porosity
CAST_B3686,,1.07,5.0,Al-Si7Mg,3.04,35.0,No Defect
CAST_B3687,728.95,1.04,3.0,Al-Zn10,3.28,19.3,No Defect
CAST_B3688,730.28,1.09,3.0,Al-Zn10,3.41,15.2,No Defect
CAST_B3689,730.62,,4.0,Al-Cu4,3.74,16.0,No Defect
CAST_B3690,729.22,0.91,5.0,Al-Zn10,3.62,18.5,No Defect
CAST_B3691,729.43,0.95,4.0,Al-Cu4,2.94,32.6,No Defect
CAST_B3692,732.14,0.98,5.0,Al-Zn10,3.98,,No Defect
CAST_B3693,729.91,1.02,3.0,Al-Zn10,3.43,15.3,No Defect
CAST_B3694,726.95,1.01,3.0,Al-Si7Mg,3.67,12.0,No Defect
CAST_B3695,741.85,2.16,5.0,Al-Cu4,3.67,29.8,Shrinkage Porosity
,742.18,2.02,5.0,Al-Zn10,3.67,23.6,Shrinkage Porosity
CAST_B3697,,1.09,4.0,Al-Si7Mg,4.04,10.5,No Defect
CAST_B3698,744.14,1.9,4.0,Al-Si7Mg,4.04,29.0,Shrinkage Porosity
CAST_B3699,743.1,1.73,4.0,Al-Si7Mg,4.04,29.4,Shrinkage Porosity
CAST_B3700,728.73,0.96,5.0,Al-Zn10,3.22,23.2,No Defect
,735.45,1.6,3.0,Al-Cu4,3.22,32.8,Shrinkage Porosity
CAST_B3702,,0.98,5.0,Al-Zn10,3.4,16.1,No Defect
,731.23,0.93,,Al-Cu4,3.71,21.3,No Defect
CAST_B3704,732.15,1.1,5.0,Al-Zn10,2.91,25.6,No Defect
CAST_B3705,714.07,1.0,1.0,Al-Si7Mg,7.54,20.7,Gas Porosity
CAST_B3706,729.03,0.98,3.0,Al-Zn10,2.0,22.7,No Defect
CAST_B3707,731.14,1.03,5.0,Al-Zn10,2.88,17.6,No Defect
CAST_B3708,729.04,1.04,5.0,Al-Cu4,3.64,21.4,No Defect
,741.0,2.52,3.0,Al-Si7Mg,3.41,15.6,Hot Tear
CAST_B3710,730.6,0.94,4.0,Al-Cu4,3.57,29.8,No Defect
CAST_B3711,727.56,1.01,1.0,Al-Zn10,6.43,20.8,Gas Porosity
CAST_B3712,730.53,0.99,5.0,Al-Cu4,3.41,25.8,No Defect
CAST_B3713,731.5,0.98,3.0,Al-Zn10,3.86,12.2,No Defect
CAST_B3714,730.27,0.98,4.0,Al-Si7Mg,3.74,19.4,No Defect
CAST_B3715,728.47,,5.0,Al-Cu4,3.06,16.9,No Defect
CAST_B3716,,0.93,3.0,Al-Si7Mg,4.65,22.0,No Defect
CAST_B3717,728.78,1.05,1.0,Al-Cu4,6.15,23.5,Gas Porosity
CAST_B3718,729.06,0.98,3.0,Al-Zn10,3.88,16.3,No Defect
CAST_B3719,,0.95,5.0,Al-Si7Mg,3.25,29.5,No Defect
CAST_B3720,730.72,0.96,5.0,Al-Zn10,3.34,,No Defect
CAST_B3721,730.15,0.99,3.0,Al-Zn10,3.7,,No Defect
,729.94,1.06,4.0,Al-Zn10,3.86,22.1,No Defect
CAST_B3723,729.92,0.91,1.0,Al-Zn10,8.12,20.1,Gas Porosity
CAST_B3724,730.06,0.96,3.0,Al-Zn10,3.53,21.1,No Defect
